EnsemblID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	GeneSymbol	GeneName	GeneType
ENSG00000234338.1	52.093222188692515	-20.934449760563982	3.5387444555276186	-5.915784545522574	3.3029734855054937e-9	3.1051253737237145e-5	ENSG00000234338	ENSG00000234338	processed_pseudogene
ENSG00000177731.16	1869.6106997582058	-4.158830160833057	0.6966544669311364	-5.969717210245281	2.3766516062600145e-9	3.1051253737237145e-5	FLII	FLII	protein_coding
ENSG00000161021.13	540.2146079655721	4.722788467849688	0.8660798312706952	5.453063675343307	4.950933069336255e-8	3.1029147856553423e-4	MAML1	MAML1	protein_coding
ENSG00000140694.18	2335.7733868945115	4.962631354480771	0.9216304392262791	5.384621799869116	7.25971307156555e-8	3.4124281292893864e-4	PARN	PARN	protein_coding
ENSG00000091129.22	176.80750277152262	3.586975394935393	0.7291324229915095	4.919511575440065	8.676043766053938e-7	0.003262539497786923	NRCAM	NRCAM	protein_coding
ENSG00000237484.7	105.06360615951242	4.109416631497201	0.8448173691352961	4.86426626822712	1.1488217349086916e-6	0.0036000243766255366	LINC01684	LINC01684	lncRNA
ENSG00000178982.10	2537.623558598571	8.79914185862876	1.8293622299325834	4.809950547056517	1.5096764178515091e-6	0.0040549908583491535	EIF3K	EIF3K	protein_coding
ENSG00000151623.15	455.3472772156675	3.4190733495728876	0.7410987293549827	4.613519378920927	3.959073314842569e-6	0.00930481205820875	NR3C2	NR3C2	protein_coding
ENSG00000034053.15	749.6732316118333	4.25146127266944	0.9400239682559667	4.522715820275526	6.105118402845797e-6	0.011478843621030669	APBA2	APBA2	protein_coding
ENSG00000130755.13	1757.764365065926	4.07761906273485	0.9003972462181962	4.528688953527416	5.935079246480848e-6	0.011478843621030669	GMFG	GMFG	protein_coding
ENSG00000159840.16	494.7895989163858	3.2501438452395894	0.7365955306397879	4.412386051835799	1.0223760497229508e-5	0.017475194988082657	ZYX	ZYX	protein_coding
ENSG00000249992.2	870.0091476281615	4.6505724814796	1.0809481377652568	4.30230861130318	1.6902765738421983e-5	0.026015934703127398	TMEM158	TMEM158	protein_coding
ENSG00000184613.11	1970.7511590211323	3.201928927512697	0.7466302536339297	4.288506810336931	1.798782848317499e-5	0.026015934703127398	NELL2	NELL2	protein_coding
ENSG00000223865.11	1793.1306910843648	-6.7458346664508255	1.587782175991217	-4.248589490708668	2.1512070959278567e-5	0.02756164491155706	HLA-DPB1	HLA-DPB1	protein_coding
ENSG00000130595.20	83.97227811664423	7.622290390500076	1.7961508601511795	4.243680505688992	2.1988334946992654e-5	0.02756164491155706	TNNT3	TNNT3	protein_coding
ENSG00000081181.8	329.58534853387255	-6.059293755262425	1.4462233763461336	-4.189735731261073	2.7927951761172436e-5	0.03281883431334776	ARG2	ARG2	protein_coding
ENSG00000147813.16	210.10593335225016	-4.8517924813532085	1.1783868914141085	-4.11731708550396	3.833085336181429e-5	0.042393923818166604	NAPRT	NAPRT	protein_coding
ENSG00000131626.19	770.9115208298905	2.8515859354118542	0.7009537778029497	4.068151175887499	4.7387634505279724e-5	0.04949901688712608	PPFIA1	PPFIA1	protein_coding
ENSG00000250138.4	77.49465558236524	-6.632916924668567	1.6411101176206635	-4.041725691317529	5.3059279543934104e-5	0.049881028699252455	ENSG00000250138	ENSG00000250138	unprocessed_pseudogene
ENSG00000111728.11	239.74768323045527	4.5671992609070475	1.1279938150170774	4.048957715994127	5.1446237772711766e-5	0.049881028699252455	ST8SIA1	ST8SIA1	protein_coding
ENSG00000179750.16	83.50914012978278	-6.541666085710876	1.6808563532488205	-3.891865044307269	9.947657643048815e-5	0.08906469476409706	APOBEC3B	APOBEC3B	protein_coding
ENSG00000172116.23	998.0897962845295	3.243553600668968	0.8384192318551287	3.868653625098887	1.0943797578396489e-4	0.09352967366773217	CD8B	CD8B	protein_coding
ENSG00000137959.17	1296.757712580625	-4.060882359947895	1.0582796450388796	-3.8372488585459887	1.244203706620993e-4	0.10171094822559962	IFI44L	IFI44L	protein_coding
ENSG00000184009.13	10189.405316734583	4.330606937208628	1.1351174130511348	3.815118055116597	1.361178430938087e-4	0.10663698691040797	ACTG1	ACTG1	protein_coding
ENSG00000007402.12	206.87321894140743	4.269463583311621	1.1271525620599108	3.787831148171306	1.519680665739948e-4	0.11425166743384754	CACNA2D2	CACNA2D2	protein_coding
ENSG00000160307.10	75.04904274960451	3.986029933756562	1.0550185864780448	3.7781608635569874	1.5799081764067844e-4	0.11425166743384754	S100B	S100B	protein_coding
ENSG00000270647.7	1025.3538394597151	4.744637023338614	1.2643967937428704	3.7524905526638737	1.7508643212032417e-4	0.12192500358245684	TAF15	TAF15	protein_coding
ENSG00000085733.16	460.70578816716846	-3.846158735476636	1.0280301295842058	-3.741289894910223	1.8307819534588255e-4	0.12293700817476014	CTTN	CTTN	protein_coding
